league;season;team;game;date;time;round;day;venue;result;GF;GA;opponent;xG;xGA;Poss;Attendance;Captain;Formation;Opp Formation;Referee;match_report;Notes
;;;2022-02-06 Wolfsburg-Greuther Fürth;2022-02-06 00:00:00;17:30:00;Matchweek 21;Sun;Away;L;1;4;Wolfsburg;1,1;2,4;44;500;Branimir Hrgota;4-3-3;3-4-3;Martin Petersen;/en/matches/c6f4eb7d/Wolfsburg-Greuther-Furth-February-6-2022-Bundesliga;
;;;2022-02-12 Greuther Fürth-Hertha BSC;2022-02-12 00:00:00;15:30:00;Matchweek 22;Sat;Home;W;2;1;Hertha BSC;2,4;2,1;40;9000;Branimir Hrgota;4-1-2-1-2◆;4-4-2;Daniel Schlager;/en/matches/03a47695/Greuther-Furth-Hertha-BSC-February-12-2022-Bundesliga;
;;;2022-02-20 Bayern Munich-Greuther Fürth;2022-02-20 00:00:00;15:30:00;Matchweek 23;Sun;Away;L;1;4;Bayern Munich;0,8;1,8;22;25000;Branimir Hrgota;4-1-2-1-2◆;4-2-3-1;Robert Hartmann;/en/matches/5ed7d173/Bayern-Munich-Greuther-Furth-February-20-2022-Bundesliga;
;;;2022-02-26 Greuther Fürth-Köln;2022-02-26 00:00:00;15:30:00;Matchweek 24;Sat;Home;D;1;1;Köln;0,7;0,6;41;9200;Branimir Hrgota;4-1-2-1-2◆;4-1-2-1-2;Robert Schörgenhofer;/en/matches/8b25d36f/Greuther-Furth-Koln-February-26-2022-Bundesliga;
;;;2022-03-05 Bochum-Greuther Fürth;2022-03-05 00:00:00;15:30:00;Matchweek 25;Sat;Away;L;1;2;Bochum;0,7;1,6;55;19800;Branimir Hrgota;4-1-2-1-2◆;4-3-3;Daniel Schlager;/en/matches/c1a124b2/Bochum-Greuther-Furth-March-5-2022-Bundesliga;
;;;2022-03-13 Greuther Fürth-RB Leipzig;2022-03-13 00:00:00;19:30:00;Matchweek 26;Sun;Home;L;1;6;RB Leipzig;0,3;1,7;47;9418;Branimir Hrgota;4-1-2-1-2◆;3-4-1-2;Sven Jablonski;/en/matches/4f96f1e2/Greuther-Furth-RB-Leipzig-March-13-2022-Bundesliga;
;;;2022-03-19 Greuther Fürth-Freiburg;2022-03-19 00:00:00;15:30:00;Matchweek 27;Sat;Home;D;0;0;Freiburg;1;1,2;39;9884;Branimir Hrgota;3-4-1-2;4-4-2;Tobias Reichel;/en/matches/f0d8f18c/Greuther-Furth-Freiburg-March-19-2022-Bundesliga;
;;;2022-04-02 Eint Frankfurt-Greuther Fürth;2022-04-02 00:00:00;15:30:00;Matchweek 28;Sat;Away;D;0;0;Eint Frankfurt;0,6;1,2;33;50500;Branimir Hrgota;3-4-1-2;3-5-2;Bastian Dankert;/en/matches/84dfca9b/Eintracht-Frankfurt-Greuther-Furth-April-2-2022-Bundesliga;
;;;2022-04-09 Greuther Fürth-Gladbach;2022-04-09 00:00:00;15:30:00;Matchweek 29;Sat;Home;L;0;2;Gladbach;0,5;2,7;50;13900;Branimir Hrgota;3-4-3;3-4-3;Tobias Stieler;/en/matches/9642cb8e/Greuther-Furth-Monchengladbach-April-9-2022-Bundesliga;
;;;2022-04-17 Hoffenheim-Greuther Fürth;2022-04-17 00:00:00;17:30:00;Matchweek 30;Sun;Away;D;0;0;Hoffenheim;0,3;1;42;16110;Branimir Hrgota;3-1-4-2;3-1-4-2;Felix Zwayer;/en/matches/bab6d1dd/Hoffenheim-Greuther-Furth-April-17-2022-Bundesliga;
;;;2022-04-23 Greuther Fürth-Leverkusen;2022-04-23 00:00:00;15:30:00;Matchweek 31;Sat;Home;L;1;4;Leverkusen;0,9;2,5;52;11579;Branimir Hrgota;3-4-1-2;4-2-2-2;Tobias Reichel;/en/matches/da549a9d/Greuther-Furth-Bayer-Leverkusen-April-23-2022-Bundesliga;
;;;2022-04-29 Union Berlin-Greuther Fürth;2022-04-29 00:00:00;20:30:00;Matchweek 32;Fri;Away;D;1;1;Union Berlin;0,3;1,4;46;22012;Branimir Hrgota;3-4-1-2;3-5-2;Patrick Ittrich;/en/matches/621664f9/Union-Berlin-Greuther-Furth-April-29-2022-Bundesliga;
;;;2022-05-07 Greuther Fürth-Dortmund;2022-05-07 00:00:00;15:30:00;Matchweek 33;Sat;Home;L;1;3;Dortmund;1,3;1,5;43;16600;Branimir Hrgota;3-1-4-2;3-4-3;Christian Dingert;/en/matches/d1f394f3/Greuther-Furth-Dortmund-May-7-2022-Bundesliga;
;;;2022-05-14 Augsburg-Greuther Fürth;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Away;L;1;2;Augsburg;0,5;1,1;51;27907;Branimir Hrgota;3-5-2;3-4-3;Tobias Reichel;/en/matches/e0a9b42f/Augsburg-Greuther-Furth-May-14-2022-Bundesliga;
;;Hertha BSC;2021-08-08 Meppen-Hertha BSC;2021-08-08 00:00:00;15:30:00;Round of 64;Sun;Away;W;1;0;Meppen;;;70;6000;Niklas Stark;4-2-3-1;4-3-3;Robert Kampka;/en/matches/60a7bd72/Meppen-Hertha-BSC-August-8-2021-DFB-Pokal;
;;;2021-08-15 Köln-Hertha BSC;2021-08-15 00:00:00;17:30:00;Matchweek 1;Sun;Away;L;1;3;Köln;1,8;1,6;41;16500;Niklas Stark;4-3-3;4-1-2-1-2;Robert Hartmann;/en/matches/a4e198c5/Koln-Hertha-BSC-August-15-2021-Bundesliga;
;;;2021-08-21 Hertha BSC-Wolfsburg;2021-08-21 00:00:00;15:30:00;Matchweek 2;Sat;Home;L;1;2;Wolfsburg;1,2;1;41;18241;Dedryck Boyata;4-2-3-1;4-2-3-1;Matthias Jöllenbeck;/en/matches/2ffc3a67/Hertha-BSC-Wolfsburg-August-21-2021-Bundesliga;
;;;2021-08-28 Bayern Munich-Hertha BSC;2021-08-28 00:00:00;18:30:00;Matchweek 3;Sat;Away;L;0;5;Bayern Munich;0,4;2,8;37;25000;Dedryck Boyata;4-2-3-1;4-2-3-1;Sven Jablonski;/en/matches/7b0c7704/Bayern-Munich-Hertha-BSC-August-28-2021-Bundesliga;
;;;2021-09-12 Bochum-Hertha BSC;2021-09-12 00:00:00;17:30:00;Matchweek 4;Sun;Away;W;3;1;Bochum;0,3;1,2;34;14000;Dedryck Boyata;3-4-3;4-2-3-1;Robert Schröder;/en/matches/f69ef742/Bochum-Hertha-BSC-September-12-2021-Bundesliga;
;;;2021-09-17 Hertha BSC-Greuther Fürth;2021-09-17 00:00:00;20:30:00;Matchweek 5;Fri;Home;W;2;1;Greuther Fürth;0,7;1,4;57;21372;Dedryck Boyata;3-4-3;4-2-2-2;Tobias Stieler;/en/matches/7044d252/Hertha-BSC-Greuther-Furth-September-17-2021-Bundesliga;
;;;2021-09-25 RB Leipzig-Hertha BSC;2021-09-25 00:00:00;15:30:00;Matchweek 6;Sat;Away;L;0;6;RB Leipzig;0,2;3,8;39;23500;Niklas Stark;3-4-3;3-4-3;Sascha Stegemann;/en/matches/a091652a/RB-Leipzig-Hertha-BSC-September-25-2021-Bundesliga;
;;;2021-10-02 Hertha BSC-Freiburg;2021-10-02 00:00:00;15:30:00;Matchweek 7;Sat;Home;L;1;2;Freiburg;1;0,7;44;18376;Dedryck Boyata;3-4-3;3-4-3;Patrick Ittrich;/en/matches/e8fc2a86/Hertha-BSC-Freiburg-October-2-2021-Bundesliga;
;;;2021-10-16 Eint Frankfurt-Hertha BSC;2021-10-16 00:00:00;15:30:00;Matchweek 8;Sat;Away;W;2;1;Eint Frankfurt;1,8;1,6;42;32000;Dedryck Boyata;4-2-3-1;3-4-1-2;Deniz Aytekin;/en/matches/0acbd0c7/Eintracht-Frankfurt-Hertha-BSC-October-16-2021-Bundesliga;
;;;2021-10-23 Hertha BSC-Gladbach;2021-10-23 00:00:00;18:30:00;Matchweek 9;Sat;Home;W;1;0;Gladbach;1;0,5;42;25000;Dedryck Boyata;4-2-3-1;3-4-1-2;Benjamin Cortus;/en/matches/60b309f6/Hertha-BSC-Monchengladbach-October-23-2021-Bundesliga;
;;;2021-10-26 Preußen Münster-Hertha BSC;2021-10-26 00:00:00;18:30:00;Round of 32;Tue;Away;W;3;1;Preußen Münster;;;56;11037;Dedryck Boyata;4-2-2-2;4-3-3;Frank Willenborg;/en/matches/b27b584a/Preussen-Munster-Hertha-BSC-October-26-2021-DFB-Pokal;
;;;2021-10-29 Hoffenheim-Hertha BSC;2021-10-29 00:00:00;20:30:00;Matchweek 10;Fri;Away;L;0;2;Hoffenheim;0,3;0,9;46;8127;Dedryck Boyata;4-2-3-1;3-4-1-2;Sven Jablonski;/en/matches/910a7e20/Hoffenheim-Hertha-BSC-October-29-2021-Bundesliga;
;;;2021-11-07 Hertha BSC-Leverkusen;2021-11-07 00:00:00;15:30:00;Matchweek 11;Sun;Home;D;1;1;Leverkusen;0,8;1;46;22187;Niklas Stark;4-2-3-1;4-2-3-1;Robert Hartmann;/en/matches/90ec1976/Hertha-BSC-Bayer-Leverkusen-November-7-2021-Bundesliga;
;;;2021-11-20 Union Berlin-Hertha BSC;2021-11-20 00:00:00;18:30:00;Matchweek 12;Sat;Away;L;0;2;Union Berlin;0,4;1,5;58;22012;Niklas Stark;4-2-3-1;3-5-2;Felix Brych;/en/matches/bb4eb685/Union-Berlin-Hertha-BSC-November-20-2021-Bundesliga;
;;;2021-11-27 Hertha BSC-Augsburg;2021-11-27 00:00:00;15:30:00;Matchweek 13;Sat;Home;D;1;1;Augsburg;1,7;1,2;52;14523;Niklas Stark;3-4-3;4-4-2;Frank Willenborg;/en/matches/2bc6c014/Hertha-BSC-Augsburg-November-27-2021-Bundesliga;
;;;2021-12-05 Stuttgart-Hertha BSC;2021-12-05 00:00:00;15:30:00;Matchweek 14;Sun;Away;D;2;2;Stuttgart;1,3;1,4;46;395;Dedryck Boyata;4-4-2;3-5-2;Benjamin Brand;/en/matches/2ffc7ef9/Stuttgart-Hertha-BSC-December-5-2021-Bundesliga;
;;;2021-12-11 Hertha BSC-Arminia;2021-12-11 00:00:00;15:30:00;Matchweek 15;Sat;Home;W;2;0;Arminia;2;0,5;60;5000;Dedryck Boyata;4-2-2-2;4-2-3-1;Tobias Welz;/en/matches/365f5f06/Hertha-BSC-Arminia-December-11-2021-Bundesliga;
;;;2021-12-14 Mainz 05-Hertha BSC;2021-12-14 00:00:00;20:30:00;Matchweek 16;Tue;Away;L;0;4;Mainz 05;0,4;2,9;33;10000;Dedryck Boyata;4-4-2;3-5-2;Harm Osmers;/en/matches/80fb0b90/Mainz-05-Hertha-BSC-December-14-2021-Bundesliga;
;;;2021-12-18 Hertha BSC-Dortmund;2021-12-18 00:00:00;18:30:00;Matchweek 17;Sat;Home;W;3;2;Dortmund;1,2;1,3;41;5000;Niklas Stark;4-2-2-2;4-2-3-1;Marco Fritz;/en/matches/6310e441/Hertha-BSC-Dortmund-December-18-2021-Bundesliga;
;;;2022-01-09 Hertha BSC-Köln;2022-01-09 00:00:00;15:30:00;Matchweek 18;Sun;Home;L;1;3;Köln;1,2;1,2;53;3000;Niklas Stark;4-2-2-2;4-1-3-2;Tobias Stieler;/en/matches/7cc5c3df/Hertha-BSC-Koln-January-9-2022-Bundesliga;
;;;2022-01-15 Wolfsburg-Hertha BSC;2022-01-15 00:00:00;15:30:00;Matchweek 19;Sat;Away;D;0;0;Wolfsburg;0,3;1,7;52;500;Niklas Stark;4-4-2;3-4-3;Robert Hartmann;/en/matches/ae551ba1/Wolfsburg-Hertha-BSC-January-15-2022-Bundesliga;
;;;2022-01-19 Hertha BSC-Union Berlin;2022-01-19 00:00:00;20:45:00;Round of 16;Wed;Home;L;2;3;Union Berlin;;;67;3000;Dedryck Boyata;4-1-4-1;3-1-4-2;Deniz Aytekin;/en/matches/3202eb2f/Hertha-BSC-Union-Berlin-January-19-2022-DFB-Pokal;
;;;2022-01-23 Hertha BSC-Bayern Munich;2022-01-23 00:00:00;17:30:00;Matchweek 20;Sun;Home;L;1;4;Bayern Munich;0,9;5,5;30;3000;Dedryck Boyata;5-3-2;3-2-4-1;Bastian Dankert;/en/matches/3f46e462/Hertha-BSC-Bayern-Munich-January-23-2022-Bundesliga;
;;;2022-02-04 Hertha BSC-Bochum;2022-02-04 00:00:00;20:30:00;Matchweek 21;Fri;Home;D;1;1;Bochum;0,4;1,1;52;3000;Niklas Stark;4-4-2;4-1-4-1;Marco Fritz;/en/matches/656c2420/Hertha-BSC-Bochum-February-4-2022-Bundesliga;
;;;2022-02-12 Greuther Fürth-Hertha BSC;2022-02-12 00:00:00;15:30:00;Matchweek 22;Sat;Away;L;1;2;Greuther Fürth;2,1;2,4;60;9000;Niklas Stark;4-4-2;4-1-2-1-2;Daniel Schlager;/en/matches/03a47695/Greuther-Furth-Hertha-BSC-February-12-2022-Bundesliga;
;;;2022-02-20 Hertha BSC-RB Leipzig;2022-02-20 00:00:00;19:30:00;Matchweek 23;Sun;Home;L;1;6;RB Leipzig;1;3,4;36;10000;Peter Pekarík;4-3-3;3-1-4-2;Patrick Ittrich;/en/matches/7bce087d/Hertha-BSC-RB-Leipzig-February-20-2022-Bundesliga;
;;;2022-02-26 Freiburg-Hertha BSC;2022-02-26 00:00:00;15:30:00;Matchweek 24;Sat;Away;L;0;3;Freiburg;1,3;2,6;42;25000;Dedryck Boyata;4-3-3;4-2-3-1;Sven Jablonski;/en/matches/176632d7/Freiburg-Hertha-BSC-February-26-2022-Bundesliga;
;;;2022-03-05 Hertha BSC-Eint Frankfurt;2022-03-05 00:00:00;15:30:00;Matchweek 25;Sat;Home;L;1;4;Eint Frankfurt;0,4;1,2;47;25000;Dedryck Boyata;4-3-3;3-4-3;Harm Osmers;/en/matches/bc979cc2/Hertha-BSC-Eintracht-Frankfurt-March-5-2022-Bundesliga;
;;;2022-03-12 Gladbach-Hertha BSC;2022-03-12 00:00:00;18:30:00;Matchweek 26;Sat;Away;L;0;2;Gladbach;0,6;1,8;47;30675;Niklas Stark;3-1-4-2;3-4-3;Florian Badstübner;/en/matches/b927ea34/Monchengladbach-Hertha-BSC-March-12-2022-Bundesliga;
;;;2022-03-19 Hertha BSC-Hoffenheim;2022-03-19 00:00:00;15:30:00;Matchweek 27;Sat;Home;W;3;0;Hoffenheim;1,3;0,8;32;25000;Dedryck Boyata;4-1-4-1;3-5-2;Daniel Schlager;/en/matches/df2c244b/Hertha-BSC-Hoffenheim-March-19-2022-Bundesliga;
;;;2022-04-02 Leverkusen-Hertha BSC;2022-04-02 00:00:00;15:30:00;Matchweek 28;Sat;Away;L;1;2;Leverkusen;0,8;1,5;32;23557;Dedryck Boyata;4-1-4-1;4-2-3-1;Matthias Jöllenbeck;/en/matches/5be07425/Bayer-Leverkusen-Hertha-BSC-April-2-2022-Bundesliga;
;;;2022-04-09 Hertha BSC-Union Berlin;2022-04-09 00:00:00;18:30:00;Matchweek 29;Sat;Home;L;1;4;Union Berlin;0,7;1,8;52;74667;Dedryck Boyata;4-1-4-1;3-1-4-2;Sven Jablonski;/en/matches/04851f34/Hertha-BSC-Union-Berlin-April-9-2022-Bundesliga;
;;;2022-04-16 Augsburg-Hertha BSC;2022-04-16 00:00:00;15:30:00;Matchweek 30;Sat;Away;W;1;0;Augsburg;1,1;1;41;28533;Dedryck Boyata;4-4-2;4-4-2;Marco Fritz;/en/matches/ea17a6ff/Augsburg-Hertha-BSC-April-16-2022-Bundesliga;
;;;2022-04-24 Hertha BSC-Stuttgart;2022-04-24 00:00:00;17:30:00;Matchweek 31;Sun;Home;W;2;0;Stuttgart;1,4;0,6;42;54589;Dedryck Boyata;4-2-3-1;4-3-3;Felix Brych;/en/matches/62595894/Hertha-BSC-Stuttgart-April-24-2022-Bundesliga;
;;;2022-04-30 Arminia-Hertha BSC;2022-04-30 00:00:00;15:30:00;Matchweek 32;Sat;Away;D;1;1;Arminia;1,5;0,5;45;26021;Dedryck Boyata;4-2-3-1;4-2-3-1;Deniz Aytekin;/en/matches/907cd34d/Arminia-Hertha-BSC-April-30-2022-Bundesliga;
;;;2022-05-07 Hertha BSC-Mainz 05;2022-05-07 00:00:00;18:30:00;Matchweek 33;Sat;Home;L;1;2;Mainz 05;1,1;0,7;36;71548;Dedryck Boyata;4-2-3-1;3-5-2;Patrick Ittrich;/en/matches/cf7018f2/Hertha-BSC-Mainz-05-May-7-2022-Bundesliga;
;;;2022-05-14 Dortmund-Hertha BSC;2022-05-14 00:00:00;15:30:00;Matchweek 34;Sat;Away;L;1;2;Dortmund;1;1,3;27;80500;Dedryck Boyata;4-2-3-1;3-4-3;Tobias Stieler;/en/matches/86428aab/Dortmund-Hertha-BSC-May-14-2022-Bundesliga;
;;;2022-05-19 Hertha BSC-Hamburger SV;2022-05-19 00:00:00;20:30:00;German 1/2 Relegation/Promotion Play-offs;Thu;Home;L;0;1;Hamburger SV;;;;75500;;;;;;Leg 1 of 2
;;;2022-05-23 Hamburger SV-Hertha BSC;2022-05-23 00:00:00;20:30:00;German 1/2 Relegation/Promotion Play-offs;Mon;Away;W;2;0;Hamburger SV;;;;57000;;;;;;"Leg 2 of 2; Hertha BSC won"
;;Hoffenheim;2021-08-09 Viktoria Köln-Hoffenheim;2021-08-09 00:00:00;18:30:00;Round of 64;Mon;Away;W;3;2;Viktoria Köln;;;62;3402;Andrej Kramarić;4-2-3-1;3-4-3;Franz Bokop;/en/matches/b97dc595/Viktoria-Koln-Hoffenheim-August-9-2021-DFB-Pokal;Required Extra Time
;;;2021-08-14 Augsburg-Hoffenheim;2021-08-14 00:00:00;15:30:00;Matchweek 1;Sat;Away;W;4;0;Augsburg;3,8;0,6;54;9124;Oliver Baumann;4-2-3-1;4-2-3-1;Felix Brych;/en/matches/eee6b64c/Augsburg-Hoffenheim-August-14-2021-Bundesliga;
;;;2021-08-22 Hoffenheim-Union Berlin;2021-08-22 00:00:00;15:30:00;Matchweek 2;Sun;Home;D;2;2;Union Berlin;1;1,8;63;8014;Oliver Baumann;4-2-2-2;3-5-2;Sascha Stegemann;/en/matches/222139d4/Hoffenheim-Union-Berlin-August-22-2021-Bundesliga;
;;;2021-08-27 Dortmund-Hoffenheim;2021-08-27 00:00:00;20:30:00;Matchweek 3;Fri;Away;L;2;3;Dortmund;2,2;3,4;41;25000;Oliver Baumann;4-2-3-1;4-1-2-1-2;Felix Zwayer;/en/matches/1d990b1a/Dortmund-Hoffenheim-August-27-2021-Bundesliga;
;;;2021-09-11 Hoffenheim-Mainz 05;2021-09-11 00:00:00;15:30:00;Matchweek 4;Sat;Home;L;0;2;Mainz 05;0,7;0,9;64;8427;Oliver Baumann;4-2-3-1;3-5-2;Marco Fritz;/en/matches/0d2d244e/Hoffenheim-Mainz-05-September-11-2021-Bundesliga;
;;;2021-09-18 Arminia-Hoffenheim;2021-09-18 00:00:00;15:30:00;Matchweek 5;Sat;Away;D;0;0;Arminia;1,1;1,1;58;13750;Oliver Baumann;4-2-3-1;4-4-2;Patrick Ittrich;/en/matches/4f2605e3/Arminia-Hoffenheim-September-18-2021-Bundesliga;
;;;2021-09-25 Hoffenheim-Wolfsburg;2021-09-25 00:00:00;15:30:00;Matchweek 6;Sat;Home;W;3;1;Wolfsburg;1,5;0,6;50;8523;Oliver Baumann;4-2-2-2;4-2-3-1;Daniel Siebert;/en/matches/6f418f24/Hoffenheim-Wolfsburg-September-25-2021-Bundesliga;
;;;2021-10-02 Stuttgart-Hoffenheim;2021-10-02 00:00:00;15:30:00;Matchweek 7;Sat;Away;L;1;3;Stuttgart;1;0,8;59;24211;Oliver Baumann;4-3-3;3-1-4-2;Harm Osmers;/en/matches/0355d66e/Stuttgart-Hoffenheim-October-2-2021-Bundesliga;
;;;2021-10-15 Hoffenheim-Köln;2021-10-15 00:00:00;20:30:00;Matchweek 8;Fri;Home;W;5;0;Köln;3,7;0,7;51;14309;Oliver Baumann;3-4-1-2;4-1-3-2;Tobias Reichel;/en/matches/e383a1bd/Hoffenheim-Koln-October-15-2021-Bundesliga;
;;;2021-10-23 Bayern Munich-Hoffenheim;2021-10-23 00:00:00;15:30:00;Matchweek 9;Sat;Away;L;0;4;Bayern Munich;0,7;2,8;39;60000;Oliver Baumann;3-4-3;4-2-3-1;Matthias Jöllenbeck;/en/matches/84f78a21/Bayern-Munich-Hoffenheim-October-23-2021-Bundesliga;
;;;2021-10-26 Hoffenheim-Holstein Kiel;2021-10-26 00:00:00;18:30:00;Round of 32;Tue;Home;W;5;1;Holstein Kiel;;;52;5033;Oliver Baumann;3-4-1-2;4-1-4-1;Robert Hartmann;/en/matches/01137519/Hoffenheim-Holstein-Kiel-October-26-2021-DFB-Pokal;
;;;2021-10-29 Hoffenheim-Hertha BSC;2021-10-29 00:00:00;20:30:00;Matchweek 10;Fri;Home;W;2;0;Hertha BSC;0,9;0,3;54;8127;Oliver Baumann;3-4-1-2;4-2-3-1;Sven Jablonski;/en/matches/910a7e20/Hoffenheim-Hertha-BSC-October-29-2021-Bundesliga;
;;;2021-11-06 Bochum-Hoffenheim;2021-11-06 00:00:00;15:30:00;Matchweek 11;Sat;Away;L;0;2;Bochum;0,6;2,9;62;19600;Oliver Baumann;3-1-4-2;4-3-3;Frank Willenborg;/en/matches/3cb8f0f6/Bochum-Hoffenheim-November-6-2021-Bundesliga;
;;;2021-11-20 Hoffenheim-RB Leipzig;2021-11-20 00:00:00;15:30:00;Matchweek 12;Sat;Home;W;2;0;RB Leipzig;3,1;0,2;42;13233;Oliver Baumann;3-4-3;3-4-3;Tobias Welz;/en/matches/49d6a038/Hoffenheim-RB-Leipzig-November-20-2021-Bundesliga;
;;;2021-11-27 Greuther Fürth-Hoffenheim;2021-11-27 00:00:00;15:30:00;Matchweek 13;Sat;Away;W;6;3;Greuther Fürth;4;1,1;51;3385;Florian Grillitsch;4-3-3;4-3-3;Bastian Dankert;/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga;
;;;2021-12-04 Hoffenheim-Eint Frankfurt;2021-12-04 00:00:00;15:30:00;Matchweek 14;Sat;Home;W;3;2;Eint Frankfurt;0,9;1,5;49;;Oliver Baumann;3-4-3;3-4-3;Daniel Schlager;/en/matches/5ef82595/Hoffenheim-Eintracht-Frankfurt-December-4-2021-Bundesliga;
;;;2021-12-11 Freiburg-Hoffenheim;2021-12-11 00:00:00;15:30:00;Matchweek 15;Sat;Away;W;2;1;Freiburg;1;1,6;57;750;Oliver Baumann;3-4-3;4-4-1-1;Frank Willenborg;/en/matches/9595faee/Freiburg-Hoffenheim-December-11-2021-Bundesliga;
;;;2021-12-15 Leverkusen-Hoffenheim;2021-12-15 00:00:00;20:30:00;Matchweek 16;Wed;Away;D;2;2;Leverkusen;2;2,2;54;13272;Oliver Baumann;3-4-1-2;4-2-3-1;Tobias Stieler;/en/matches/625889dc/Bayer-Leverkusen-Hoffenheim-December-15-2021-Bundesliga;
;;;2021-12-18 Hoffenheim-Gladbach;2021-12-18 00:00:00;15:30:00;Matchweek 17;Sat;Home;D;1;1;Gladbach;2,1;1,3;60;750;Oliver Baumann;3-4-3;4-2-3-1;Sven Jablonski;/en/matches/d8c0962b/Hoffenheim-Monchengladbach-December-18-2021-Bundesliga;
;;;2022-01-08 Hoffenheim-Augsburg;2022-01-08 00:00:00;15:30:00;Matchweek 18;Sat;Home;W;3;1;Augsburg;2,2;0,9;58;500;Oliver Baumann;3-1-4-2;4-2-2-2;Benjamin Cortus;/en/matches/6eec4f11/Hoffenheim-Augsburg-January-8-2022-Bundesliga;
;;;2022-01-15 Union Berlin-Hoffenheim;2022-01-15 00:00:00;15:30:00;Matchweek 19;Sat;Away;L;1;2;Union Berlin;0,8;1,3;58;3000;Oliver Baumann;3-1-4-2;3-5-2;Martin Petersen;/en/matches/8ec6d058/Union-Berlin-Hoffenheim-January-15-2022-Bundesliga;
;;;2022-01-19 Hoffenheim-Freiburg;2022-01-19 00:00:00;20:45:00;Round of 16;Wed;Home;L;1;4;Freiburg;;;62;500;Oliver Baumann;3-1-4-2;4-4-1-1;Robert Schröder;/en/matches/7bee6e82/Hoffenheim-Freiburg-January-19-2022-DFB-Pokal;
;;;2022-01-22 Hoffenheim-Dortmund;2022-01-22 00:00:00;15:30:00;Matchweek 20;Sat;Home;L;2;3;Dortmund;1,7;1,6;58;500;Benjamin Hübner;3-4-1-2;4-3-3;Deniz Aytekin;/en/matches/87ba1cfd/Hoffenheim-Dortmund-January-22-2022-Bundesliga;
;;;2022-02-05 Mainz 05-Hoffenheim;2022-02-05 00:00:00;15:30:00;Matchweek 21;Sat;Away;L;0;2;Mainz 05;1,6;2,2;59;6800;Benjamin Hübner;3-4-3;3-5-2;Christian Dingert;/en/matches/ba42179b/Mainz-05-Hoffenheim-February-5-2022-Bundesliga;
;;;2022-02-13 Hoffenheim-Arminia;2022-02-13 00:00:00;17:30:00;Matchweek 22;Sun;Home;W;2;0;Arminia;2,8;0,9;53;10000;Benjamin Hübner;3-5-2;4-1-4-1;Robert Hartmann;/en/matches/082f0997/Hoffenheim-Arminia-February-13-2022-Bundesliga;
;;;2022-02-19 Wolfsburg-Hoffenheim;2022-02-19 00:00:00;15:30:00;Matchweek 23;Sat;Away;W;2;1;Wolfsburg;1,5;1,5;45;7145;Kevin Vogt;3-5-1-1;3-4-3;Felix Zwayer;/en/matches/b86e2d69/Wolfsburg-Hoffenheim-February-19-2022-Bundesliga;
;;;2022-02-25 Hoffenheim-Stuttgart;2022-02-25 00:00:00;20:30:00;Matchweek 24;Fri;Home;W;2;1;Stuttgart;2,6;1,7;55;18099;Benjamin Hübner;3-4-3;4-5-1;Matthias Jöllenbeck;/en/matches/64a8de69/Hoffenheim-Stuttgart-February-25-2022-Bundesliga;
;;;2022-03-06 Köln-Hoffenheim;2022-03-06 00:00:00;17:30:00;Matchweek 25;Sun;Away;W;1;0;Köln;2,5;1,6;44;37500;Oliver Baumann;3-5-2;4-2-3-1;Marco Fritz;/en/matches/01625773/Koln-Hoffenheim-March-6-2022-Bundesliga;
;;;2022-03-12 Hoffenheim-Bayern Munich;2022-03-12 00:00:00;15:30:00;Matchweek 26;Sat;Home;D;1;1;Bayern Munich;1,7;2,9;38;25600;Oliver Baumann;5-4-1;3-2-4-1;Robert Schröder;/en/matches/b04ef34a/Hoffenheim-Bayern-Munich-March-12-2022-Bundesliga;
;;;2022-03-19 Hertha BSC-Hoffenheim;2022-03-19 00:00:00;15:30:00;Matchweek 27;Sat;Away;L;0;3;Hertha BSC;0,8;1,3;68;25000;Oliver Baumann;3-5-2;4-1-4-1;Daniel Schlager;/en/matches/df2c244b/Hertha-BSC-Hoffenheim-March-19-2022-Bundesliga;
;;;2022-04-02 Hoffenheim-Bochum;2022-04-02 00:00:00;15:30:00;Matchweek 28;Sat;Home;L;1;2;Bochum;2;2,1;58;15014;Oliver Baumann;3-4-1-2;4-2-3-1;Daniel Siebert;/en/matches/3d271a87/Hoffenheim-Bochum-April-2-2022-Bundesliga;
;;;2022-04-10 RB Leipzig-Hoffenheim;2022-04-10 00:00:00;19:30:00;Matchweek 29;Sun;Away;L;0;3;RB Leipzig;0,2;1,5;49;35112;Oliver Baumann;3-4-1-2;3-4-3;Bastian Dankert;/en/matches/b6aa7132/RB-Leipzig-Hoffenheim-April-10-2022-Bundesliga;
;;;2022-04-17 Hoffenheim-Greuther Fürth;2022-04-17 00:00:00;17:30:00;Matchweek 30;Sun;Home;D;0;0;Greuther Fürth;1;0,3;58;16110;Oliver Baumann;3-1-4-2;3-1-4-2;Felix Zwayer;/en/matches/bab6d1dd/Hoffenheim-Greuther-Furth-April-17-2022-Bundesliga;
;;;2022-04-23 Eint Frankfurt-Hoffenheim;2022-04-23 00:00:00;15:30:00;Matchweek 31;Sat;Away;D;2;2;Eint Frankfurt;0,7;1,3;50;50500;Oliver Baumann;3-4-3;3-4-3;Sven Jablonski;/en/matches/10162268/Eintracht-Frankfurt-Hoffenheim-April-23-2022-Bundesliga;
